"Prioritisation","ID","Date Added","Date of Publishing","Summary","Data Source","Probability of UK alert","Product Category","Raw Product Phrase","Commodity / Product","Country of Origin","Notified by","Hazard Description","Hazard Group","Incident Title","Alert Type","Link","Food, Feed or FCM","Manufacturer","Brand","Organisations","Source Type","Is A Food Article","Eu/non-EU Country of Origin","EU/non-EU Notifying Country"
"HIGH","229240","2020-08-21","2020-08-17","diarrhoeic shellfish poisoning toxins  okadaic acid: live mussels (mytilus galloprovincialis)","RASFF","0","bivalve molluscs and products thereof","live mussels (mytilus galloprovincialis)","mussel","Italy","Spain","diarrhoeic shellfish poisoning toxins  okadaic acid","allergens","Diarrhoeic Shellfish Poisoning (DSP) toxins - okadaic acid (148 Âµg/kg - ppb) in live mussels (Mytilus galloprovincialis) from Italy","information for attention","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.3294","food",NA,NA,"","Official","Yes","EU","EU"
"HIGH","229242","2020-08-21","2020-08-17","soya undeclared: marzipan","RASFF","0","confectionery","marzipan","marzipan","Belgium","Belgium","soya undeclared","allergens","soya undeclared on marzipan from Belgium","alert","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.3300","food",NA,NA,"","Official","Yes","EU","EU"
"HIGH","229243","2020-08-21","2020-08-17","Salmonella enterica ser Infantis: chilled chicken hearts","RASFF","0","poultry meat and poultry meat products","chilled chicken hearts","offals","Poland","Bulgaria","Salmonella enterica ser Infantis","pathogenic micro-organisms","Salmonella enterica ser. Infantis (presence /25g) in chilled chicken hearts from Poland","information for attention","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.3295","food",NA,NA,"","Official","Yes","EU","EU"
"HIGH","229244","2020-08-21","2020-08-17","sulphite undeclared: green sultanas","RASFF","0","fruits and vegetables","green sultanas","green sultanas","India","Ireland","sulphite undeclared","allergens","sulphite (896 mg/kg - ppm) undeclared on green sultanas from India","alert","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.3306","food",NA,NA,"","Official","Yes","non_EU","EU"
"HIGH","229247","2020-08-21","2020-08-17","Salmonella enterica ser Diarizonae: blue mussels (mytilus edulis)","RASFF","0","bivalve molluscs and products thereof","blue mussels (mytilus edulis)","mussel","Sweden","Finland","Salmonella enterica ser Diarizonae","pathogenic micro-organisms","Salmonella enterica ser. Diarizonae (in 1 out of 5 samples /25g) in blue mussels (Mytilus edulis) from Sweden","information for attention","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.3303","food",NA,NA,"","Official","Yes","EU","EU"
"HIGH","229248","2020-08-21","2020-08-17","salmonella: processed animal proteins","RASFF","0","feed materials","processed animal proteins","animal protein","France","Spain","salmonella","pathogenic micro-organisms","Salmonella (presence /25g) in processed animal proteins from France","information for follow-up","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.3301","feed",NA,NA,"","Official","Yes","EU","EU"
"HIGH","229184","2020-08-21","2020-08-14","metal: maize porridge from 4 months (see picture)","Denmark_FAR","0","fruits and vegetables","maize porridge from 4 months (see picture)","corn","Denmark","Denmark","metal","heavy metals","Risk of pieces of metal in maize porridge (from 4 months)","recall","https://www.foedevarestyrelsen.dk/Nyheder/Aktuelt/Sider/Tilbagekaldte%20f%C3%B8devarer%202020/Tilbagekald---metalstykker-i-majsgrød-4-mdr.aspx","food",NA,NA,"Semper, The Danish Food and Drug Administration","Official","Yes","EU","EU"
"HIGH","229252","2020-08-21","2020-08-14","shigatoxinproducing escherichia coli: veal meat","RASFF","0","meat and meat products (other than poultry)","veal meat","beef","Belgium","Luxembourg","shigatoxinproducing escherichia coli","microbial contaminants (other)","suspicion of shigatoxin-producing Escherichia coli in veal meat from Belgium","alert","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.3291","food",NA,NA,"shigatoxin","Official","Yes","EU","EU"
"HIGH","229254","2020-08-21","2020-08-14","poisoning toxins: live mussels (mytilus galloprovincialis)","RASFF","0","bivalve molluscs and products thereof","live mussels (mytilus galloprovincialis)","mussel","Italy","Italy","poisoning toxins","natural toxins (other)","Diarrhoeic Shellfish Poisoning (DSP) toxins (sum of lipophilic toxins > 320 Âµg/kg - ppb) in live mussels (Mytilus Galloprovincialis) from Italy","alert","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.3292","food",NA,NA,"","Official","Yes","EU","EU"
"HIGH","229259","2020-08-21","2020-08-14","Salmonella enterica ser anatum: brazil nuts","RASFF","0","nuts, nut products and seeds","brazil nuts","brazil nut","Bolivia","United Kingdom","Salmonella enterica ser anatum","pathogenic micro-organisms","Salmonella enterica ser. anatum in brazil nuts from Bolivia","alert","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.3287","food",NA,NA,"","Official","Yes","non_EU","EU"
"HIGH","229262","2020-08-21","2020-08-14","salmonella: frozen turkey meat preparation","RASFF","0","meat and meat products (other than poultry)","frozen turkey meat preparation","turkey","Germany","Germany","salmonella","pathogenic micro-organisms","Salmonella (in 5 out of 5 samples /25g) in frozen turkey meat preparation from Germany, with raw material from Poland","alert","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.3239","food",NA,NA,"","Official","Yes","EU","EU"
"HIGH","229271","2020-08-21","2020-08-13","salmonella: dry pork sausages","RASFF","0","meat and meat products (other than poultry)","dry pork sausages","meat product","Belgium","Belgium","salmonella","pathogenic micro-organisms","Salmonella (presence /25g) in dry pork sausages from Belgium","alert","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.3262","food",NA,NA,"","Official","Yes","EU","EU"
"HIGH","229272","2020-08-21","2020-08-13","Salmonella enterica ser Infantis: frozen chicken thighs","RASFF","0","poultry meat and poultry meat products","frozen chicken thighs","chicken","Romania","Estonia","Salmonella enterica ser Infantis","pathogenic micro-organisms","Salmonella enterica ser. Infantis (presence /25g) in frozen chicken thighs from Romania","information for follow-up","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.3263","food",NA,NA,"","Official","Yes","EU","EU"
"HIGH","229274","2020-08-21","2020-08-13","salmonella: pine nuts","RASFF","0","nuts, nut products and seeds","pine nuts","pine nut","Turkey","Italy","salmonella","pathogenic micro-organisms","Salmonella (presence /25g) in pine nuts from Turkey","border rejection","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.3269","food",NA,NA,"","Official","Yes","non_EU","EU"
"HIGH","229277","2020-08-21","2020-08-13","polycyclic aromatic hydrocarbons: cocoa powder","RASFF","0","cocoa and cocoa preparations, coffee and tea","cocoa powder","cocoa","Netherlands","Ireland","polycyclic aromatic hydrocarbons","environmental pollutants","polycyclic aromatic hydrocarbons (38.7 Âµg/kg - ppb) in cocoa powder from the Netherlands","alert","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.3265","food",NA,NA,"","Official","Yes","EU","EU"
"HIGH","229278","2020-08-21","2020-08-13","Salmonella enterica ser Braenderup: organic sesame seeds","RASFF","0","nuts, nut products and seeds","organic sesame seeds","sesame","India","Slovenia","Salmonella enterica ser Braenderup","pathogenic micro-organisms","Salmonella enterica ser. Braenderup (presence /25g) in organic sesame seeds from India","border rejection","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.3260","food",NA,NA,"","Official","Yes","non_EU","EU"
"HIGH","229280","2020-08-21","2020-08-12","shigatoxinproducing escherichia coli: frozen boneless bovine meat","RASFF","0","meat and meat products (other than poultry)","frozen boneless bovine meat","beef","Uruguay","Italy","shigatoxinproducing escherichia coli","microbial contaminants (other)","shigatoxin-producing Escherichia coli (stx2c-positive) in frozen boneless bovine meat from Uruguay","information for attention","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.3248","food",NA,NA,"shigatoxin","Official","Yes","non_EU","EU"
"HIGH","229148","2020-08-21","2020-08-07","salmonella: 'whole free-range chicken naturel","Netherlands_FAR","0.286549708","poultry meat and poultry meat products","'whole free-range chicken naturel","chicken","Netherlands","Netherlands","salmonella","pathogenic micro-organisms","Major safety warning free-rangeip PiqueBroche sold at Lidl","recall","https://www.nvwa.nl/documenten/waarschuwingen/2020/08/07/belanrijke-veiligheidswaarschuwing-scharrelkip-lidl","food",NA,NA,"Lidl Nederland, Lidl","Official","Yes","EU","EU"
"HIGH","229186","2020-08-21","2020-08-07","c salad organic salad mix net weight: csalad","Denmark_FAR","0","prepared dishes and snacks","csalad","salad","Denmark","Denmark","c salad organic salad mix net weight","TSEs","Listeria in fresh organic salads","recall","https://www.foedevarestyrelsen.dk/Nyheder/Aktuelt/Sider/Tilbagekaldte%20f%C3%B8devarer%202020/Listeria-i-frisk-okologiske-salater.aspx","food",NA,NA,"Vidinge Gront AB, gLot, The Danish Food and Drug Administration, Kvickly, Super Utility, EAN, Sweden Company, Coop Danmark","Official","Yes","EU","EU"
"HIGH","229187","2020-08-21","2020-08-07","mould: kondi karl","Denmark_FAR","0",NA,"kondi karl","unknown","Denmark","Denmark","mould","microbial contaminants (other)","Risk of mould in several rye breads","recall","https://www.foedevarestyrelsen.dk/Nyheder/Aktuelt/Sider/Tilbagekaldte%20f%C3%B8devarer%202020/Risiko-for-mug-i-flere-rugbrød-.aspx","food",NA,NA,"KernegrovNettovaegt, MENY, -AH/AI/AGEAN-stregkode, Superland samt, Salling Group, LIDL-butikker landet overHvilken, -AH/AI/AGEAN, dato, Coop, Liva, Lidl","Official","Yes","EU","EU"
"HIGH","229188","2020-08-21","2020-08-06","rye bread: millstone kerner rye bread","Denmark_FAR","0","cereals and bakery products","millstone kerner rye bread","bakery product","Denmark","Denmark","rye bread","natural toxins (other)","Risk of mould in rye bread","recall","https://www.foedevarestyrelsen.dk/Nyheder/Aktuelt/Sider/Tilbagekaldte%20f%C3%B8devarer%202020/Risiko-for-mug-i-rugbrød.aspx","food",NA,NA,"SoftkernerugbrodNettovaegt, LIDL-butikker landet overHvilken, AGEAN, LIDL","Official","Yes","EU","EU"
"HIGH","229149","2020-08-21","2020-07-31","salmonella: ah french free-range chicken fillet bags","Netherlands_FAR","0.286549708","poultry meat and poultry meat products","ah french free-range chicken fillet bags","chicken","Netherlands","Netherlands","salmonella","pathogenic micro-organisms","Major safety warning Albert Heijn French free-range chicken products","recall","https://www.nvwa.nl/documenten/waarschuwingen/2020/07/31/belangrijke-veiligheidswaarschuwing-albert-heijn-franse-scharrelkipproducten","food",NA,NA,"","Official","Yes","EU","EU"
"HIGH","229189","2020-08-21","2020-07-30","lactic acid bacteria: coop raspberry light soda (see picture)","Denmark_FAR","0","fruits and vegetables","coop raspberry light soda (see picture)","raspberry","Denmark","Denmark","lactic acid bacteria","biological contaminants (other)","Lactic Acid Bacteria in COOP Raspberry Light Soda","recall","https://www.foedevarestyrelsen.dk/Nyheder/Aktuelt/Sider/Tilbagekaldte%20f%C3%B8devarer%202020/Maelkesyrebakterier_i_COOP_Hindbaer_Light_sodavand.aspx","food",NA,NA,"Faborgvej, The Danish Food and Drug Administration","Official","Yes","EU","EU"
"HIGH","229153","2020-08-21","2020-07-29","small metal fragments: tomato sauce","Netherlands_FAR","0","fruits and vegetables","tomato sauce","tomato","Netherlands","Netherlands","small metal fragments","heavy metals","Important safety warning Jumbo Pizzakit","recall","https://www.nvwa.nl/documenten/waarschuwingen/2020/07/29/belangrijke-veiligheidswaarschuwing-jumbo-pizzakit","food",NA,NA,"THT, EAN 8718452445660, EAN, Jumbo.com, Jumbo Pizza, Jumbo Pizzakit","Official","Yes","EU","EU"
"HIGH","229190","2020-08-21","2020-07-29","rye bread: dark rye bread net weight","Denmark_FAR","0","cereals and bakery products","dark rye bread net weight","bakery product","Denmark","Denmark","rye bread","natural toxins (other)","Rye bread at risk of mould","recall","https://www.foedevarestyrelsen.dk/Nyheder/Aktuelt/Sider/Tilbagekaldte%20f%C3%B8devarer%202020/Rugbroed_med_risiko_for_mug.aspx","food",NA,NA,"FlaxseedRug, The Danish Food and Drug Administration, Rema 1000 Flaxseedrug, EAN","Official","Yes","EU","EU"
"HIGH","229154","2020-08-21","2020-07-28","small metal particles: tomato sauce","Netherlands_FAR","0","fruits and vegetables","tomato sauce","tomato","Netherlands","Netherlands","small metal particles","heavy metals","Major safety warning pizza dough with tomato sauce from Aunt Fanny","recall","https://www.nvwa.nl/documenten/waarschuwingen/2020/07/28/belangrijke-veiligheidswaarschuwing-pizzadeeg-met-tomatensaus-van-tante-fenny","food",NA,NA,"","Official","Yes","EU","EU"
"HIGH","229191","2020-08-21","2020-07-28","tomato sauce net weight: tomato sauce","Denmark_FAR","0","fruits and vegetables","tomato sauce","tomato","Denmark","Denmark","tomato sauce net weight","TSEs","Pizza dough with tomato sauce at risk of pieces of metal","recall","https://www.foedevarestyrelsen.dk/Nyheder/Aktuelt/Sider/Tilbagekaldte%20f%C3%B8devarer%202020/Pizzadej_med_tomatsauce_med_risiko_for_metalstykker.aspx","food",NA,NA,"Profilvej 9, Lidl, The Danish Food and Drug Administration, Lidl Danmark K/S","Official","Yes","EU","EU"
"HIGH","229192","2020-08-21","2020-07-27","metal: tomato sauce","Denmark_FAR","0","fruits and vegetables","tomato sauce","tomato","Denmark","Denmark","metal","heavy metals","Pizza kit at risk of pieces of metal in the tomato sauce","recall","https://www.foedevarestyrelsen.dk/Nyheder/Aktuelt/Sider/Tilbagekaldte%20f%C3%B8devarer%202020/Pizzakit_med_risiko_for_metalstykker_i_saucen.aspx","food",NA,NA,"The Danish Food and Drug Administration, Wewalka Pizza Kit, EAN, Roskildevej, Coop Danmark","Official","Yes","EU","EU"
"HIGH","229140","2020-08-20","2020-08-20","possible salmonella contamination: assorted peaches","FSN_FAR","0","fruits and vegetables","assorted peaches","peach","USA","","possible salmonella contamination","pathogenic micro-organisms","ALDI recalls assorted peaches over possible Salmonella contamination","recall","https://www.foodsafetynews.com/2020/08/aldi-recalls-assorted-peaches-over-possible-salmonella-contamination/","food",NA,NA,"UPC, CDC, Wawona Packing Company, ALDI, Food Safety News, Wawona Packing Company LLC Customer Service","Others","Yes","non_EU",""
"HIGH","229090","2020-08-20","2020-08-19","salmonella: bagged peaches","US_CDC_Outbreaks","0","fruits and vegetables","bagged peaches","peach","USA","USA","salmonella","pathogenic micro-organisms","Outbreak of Salmonella Enteritidis Infections Linked to Bagged Peaches","outbreak","https://www.cdc.gov/salmonella/enteritidis-08-20/index.html","food",NA,NA,"","Official","Yes","non_EU","non_EU"
